,Address,Property Type, Price ,Beds,Bath, Square Feet ,Brokerages,Borough,Zipcode,Neighborhood,Neighborhood Safety Rating,Longitude,Latitude,Down Payment,Mortgage Rate,Years,Loan Amount,Loan Payment per month,Property Tax Per Month,Homeowner Insurance, Utility ,Total Payments,Reccomended Occupancy,Maximum Occupancy,Perception
3842,"158-18 Riverside Dr W Unit 2EManhattan, NY 10032",Co-op ,"$975,000.00 ",2,2,"1,270", COMPASS,Manhattan,10032,Washington Heights,C,-73.9477948,40.8370331,"$195,000.00 ",6.75%,30,"$780,000.00 ","$5,059.07 ",$990.06 ,$203.13 ,$600 ,"$6,852.25 ",4,8,
3843,"8 W 65th St Apt 1BNew York, NY 10023",Condo ,"$849,000.00 ",3,2,"2,184", Corcoran,Manhattan,10023,Upper East Side,A,-73.9802428,40.7719831,"$169,800.00 ",6.75%,30,"$679,200.00 ","$4,405.28 ",$862.12 ,$176.88 ,$600 ,"$6,044.27 ",6,14,
3844,"93 Lexington Ave # 4Brooklyn, NY 11238",House ,"$1,699,000.00 ",3,2,"2,200", Corcoran,Brooklyn,11238,Central Brooklyn,C,-73.9584649,40.6870728,"$339,800.00 ",6.75%,30,"$1,359,200.00 ","$8,815.75 ","$1,725.25 ",$353.96 ,$205 ,"$11,099.95 ",6,14,
3845,"444 E 84th St # 3GHNew York, NY 10028",Co-op ,"$1,195,000.00 ",2,2,"2,184", Corcoran,Manhattan,10028,Upper East Side,A,-73.9488864,40.77475,"$239,000.00 ",6.75%,30,"$956,000.00 ","$6,200.60 ","$1,213.46 ",$248.96 ,$550 ,"$8,213.02 ",4,14,
3846,"175-20 Wexford Ter Unit 8WJamaica, NY 11432",Co-op ,"$190,000.00 ",3,1,500, Keller Williams,Queens,11432,Jamaica,D,-73.78851,40.7122499,"$38,000.00 ",6.75%,30,"$152,000.00 ",$985.87 ,$192.94 ,$39.58 ,$375 ,"$1,593.39 ",6,4,
3847,"345 E 81st St Apt 2HNew York, NY 10028",Co-op ,"$405,000.00 ",3,1,550, Coldwell Banker,Manhattan,10028,Upper East Side,A,-73.9522989,40.7740666,"$81,000.00 ",6.75%,30,"$324,000.00 ","$2,101.46 ",$411.26 ,$84.38 ,$600 ,"$3,197.09 ",6,5,
3848,"2080-2090 Barnes Ave Unit 5DBronx, NY 10462",Co-op ,"$169,500.00 ",1,1,"2,184", Tudor Realty Services Corp. ,Bronx,10462,Southeast Bronx,D,-73.8636237,40.8531021,"$33,900.00 ",6.75%,30,"$135,600.00 ",$879.50 ,$172.12 ,$35.31 ,$205 ,"$1,291.93 ",2,18,
3849,"224-20 145th RdSpringfield Gardens, NY 11413",House ,"$738,280.00 ",3,2.5,"1,302", Voro Llc,Queens,11413,Southwest Queens,B,-73.7548417,40.6619508,"$147,656.00 ",6.75%,30,"$590,624.00 ","$3,830.78 ",$749.69 ,$153.81 ,"$1,000 ","$5,734.27 ",6,7,
3850,"3025 Brighton 8th StBrooklyn, NY 11235",Multi-family home ,"$950,000.00 ",5,2,"1,660", RE MAX,Brooklyn,11235,South Brooklyn,C,-73.9603435,40.5792869,"$190,000.00 ",6.75%,30,"$760,000.00 ","$4,929.35 ",$964.68 ,$197.92 ,$600 ,"$6,691.94 ",10,10,
3851,"15 Broad St Apt 1928New York, NY 10005",Condo ,"$800,000.00 ",3,1,916, Leven Real Estate ,Manhattan,10005,Lower Manhattan,A,-74.010457,40.7067114,"$160,000.00 ",6.75%,30,"$640,000.00 ","$4,151.03 ",$812.36 ,$166.67 ,$205 ,"$5,335.05 ",6,8,
3852,"190 Cozine Ave Apt 3HBrooklyn, NY 11207",Condo ,"$359,000.00 ",2,1,920, Brooklyn Real Property Inc,Brooklyn,11207,East New York,F,-73.8847697,40.654871,"$71,800.00 ",6.75%,30,"$287,200.00 ","$1,862.77 ",$364.55 ,$74.79 ,$205 ,"$2,507.11 ",4,8,
3853,"860 Fifth Ave Unit 4HNew York, NY 10065",Co-op ,"$1,950,000.00 ",2,3,"2,184", Coldwell Banker,Manhattan,10065,Upper East Side,A,-73.9688773,40.7695956,"$390,000.00 ",6.75%,30,"$1,560,000.00 ","$10,118.13 ","$1,980.13 ",$406.25 ,$375 ,"$12,879.51 ",4,11,
3854,"524 Wyona StBrooklyn, NY 11207",Townhouse ,"$999,000.00 ",7,4,"2,184", BRPI ,Brooklyn,11207,East New York,F,-73.8916486,40.6656785,"$199,800.00 ",6.75%,30,"$799,200.00 ","$5,183.60 ","$1,014.43 ",$208.13 ,$600 ,"$7,006.16 ",14,9,
3855,"791 Greenwich St Apt 5New York, NY 10014",Co-op ,"$1,950,000.00 ",2,2,960, Corcoran,Manhattan,10014,Soho,A,-74.0063169,40.7373507,"$390,000.00 ",6.75%,30,"$1,560,000.00 ","$10,118.13 ","$1,980.13 ",$406.25 ,$600 ,"$13,104.51 ",4,6,
3856,"362 W 127th St Unit 6BNew York, NY 10027",Condo ,"$649,000.00 ",1,1,"2,184", E Realty International Corp,Manhattan,10027,Central Harlem,C,-73.9523535,40.8121684,"$129,800.00 ",6.75%,30,"$519,200.00 ","$3,367.52 ",$659.03 ,$135.21 ,$160 ,"$4,321.76 ",2,18,
3857,"168-46 Powells Cove Blvd Unit 21Whitestone, NY 11357",Condo ,"$1,175,000.00 ",4,2,"2,184", Winzone Realty Inc,Queens,11357,North Queens,B,-73.7951779,40.7932921,"$235,000.00 ",6.75%,30,"$940,000.00 ","$6,096.82 ","$1,193.15 ",$244.79 ,"$1,000 ","$8,534.77 ",8,14,
3858,"133-22 Centreville StOzone Park, NY 11417",House ,"$799,000.00 ",4,2,"2,184", Island Group Realty Inc,Queens,11417,nan,,-73.8361627,40.6757849,"$159,800.00 ",6.75%,30,"$639,200.00 ","$4,145.84 ",$811.34 ,$166.46 ,$600 ,"$5,723.64 ",8,14,
3859,"360 Furman St Apt 337Brooklyn, NY 11201",Condo ,"$2,950,000.00 ",3,2,"1,709", COMPASS,Brooklyn,11201,Northwest Brooklyn,A,-74.0002618,40.6935342,"$590,000.00 ",6.75%,30,"$2,360,000.00 ","$15,306.92 ","$2,995.58 ",$614.58 ,$600 ,"$19,517.08 ",6,11,
3861,"83-55 Lefferts Blvd Unit 5CKew Gardens, NY 11415",Co-op ,"$189,999.00 ",1,1,"2,184", Charles Rutenberg Realty Inc,Queens,11415,nan,,-73.832559,40.704719,"$37,999.80 ",6.75%,30,"$151,999.20 ",$985.86 ,$192.93 ,$39.58 ,$160 ,"$1,378.38 ",2,18,
3863,"2067 Pitman AveBronx, NY 10466",Multi-family home ,"$675,999.00 ",3,2,"2,070", Exp Realty,Bronx,10466,Northeast Bronx,C,-73.8427908,40.8974036,"$135,199.80 ",6.75%,30,"$540,799.20 ","$3,507.61 ",$686.44 ,$140.83 ,$375 ,"$4,709.89 ",6,13,
3864,"1548 72nd St Unit 1Brooklyn, NY 11228",Condo ,"$380,000.00 ",3,1,393, One Realty Global Corp,Brooklyn,11228,Southwest Brooklyn,B,-74.0001507,40.6184843,"$76,000.00 ",6.75%,30,"$304,000.00 ","$1,971.74 ",$385.87 ,$79.17 ,$600 ,"$3,036.78 ",6,3,
3867,"98-20 62 Dr Unit 14HRego Park, NY 11374",Co-op ,"$379,000.00 ",2,1,"2,184", East Coast Realty Partners,Queens,11374,West Central Queens,B,-73.85851,40.7334099,"$75,800.00 ",6.75%,30,"$303,200.00 ","$1,966.55 ",$384.86 ,$78.96 ,$600 ,"$3,030.36 ",4,18,
3868,"164 E 72nd St Apt 13CNew York, NY 10021",Co-op ,"$995,000.00 ",2,2,"2,184", Coldwell Banker,Manhattan,10021,Upper East Side,A,-73.9617134,40.7699248,"$199,000.00 ",6.75%,30,"$796,000.00 ","$5,162.84 ","$1,010.37 ",$207.29 ,$205 ,"$6,585.51 ",4,14,
3869,"1120 Bergen Ave Unit 88Brooklyn, NY 11234",Condo ,"$649,000.00 ",3,2,"1,150", BERGEN BASIN REALTY,Brooklyn,11234,Canarsie,B,-73.9155812,40.6280068,"$129,800.00 ",6.75%,30,"$519,200.00 ","$3,367.52 ",$659.03 ,$135.21 ,$375 ,"$4,536.76 ",6,7,
3870,"3016 Brighton 5th St Apt 1CBrooklyn, NY 11235",Condo ,"$475,000.00 ",1,1,739, RE MAX,Brooklyn,11235,South Brooklyn,C,-73.9632143,40.5789422,"$95,000.00 ",6.75%,30,"$380,000.00 ","$2,464.67 ",$482.34 ,$98.96 ,$550 ,"$3,595.97 ",2,6,
3871,"37-26 87th St Unit 2FJackson Heights, NY 11372",Pending,"$450,000.00 ",2,1,"2,184", Keller Williams,Queens,11372,West Queens,C,-73.8796895,40.749416,"$90,000.00 ",6.75%,30,"$360,000.00 ","$2,334.95 ",$456.95 ,$93.75 ,$375 ,"$3,260.66 ",4,18,
3872,"155 Duane StManhattan, NY 10013",Townhouse ,"$7,250,000.00 ",1,2.5,"4,930", COMPASS,Manhattan,10013,Soho,A,-74.0085588,40.7168184,"$1,450,000.00 ",6.75%,30,"$5,800,000.00 ","$37,618.69 ","$7,362.01 ","$1,510.42 ",$205 ,"$46,696.12 ",2,27,
3873,"7619 21st AveBrooklyn, NY 11214",Multi-family home ,"$1,799,000.00 ",11,6,"5,031", RE MAX,Brooklyn,11214,Southwest Brooklyn,B,-73.9903259,40.608348,"$359,800.00 ",6.75%,30,"$1,439,200.00 ","$9,334.62 ","$1,826.79 ",$374.79 ,$205 ,"$11,741.21 ",22,16,
3874,"3251 Riverdale AveBronx, NY 10463",House ,"$1,500,000.00 ",8,5,"2,184", TREBACH REALTY INC,Bronx,10463,Riverdale,A,-73.908028,40.8838882,"$300,000.00 ",6.75%,30,"$1,200,000.00 ","$7,783.18 ","$1,523.18 ",$312.50 ,"$2,000 ","$11,618.85 ",16,8,
3875,"360 E 88th St Ph 2BNew York, NY 10128",Condo ,"$3,995,000.00 ",3,4,"2,456", Corcoran,Manhattan,10128,Upper East Side,A,-73.9489094,40.7781672,"$799,000.00 ",6.75%,30,"$3,196,000.00 ","$20,729.20 ","$4,056.72 ",$832.29 ,$375 ,"$25,993.21 ",6,10,
3876,"68 E 127th StNew York, NY 10035",Townhouse ,"$2,299,000.00 ",7,6,"2,184"," Garfield, Leslie J. & Co., Inc.",Manhattan,10035,East Harlem,D,-73.9390361,40.8066101,"$459,800.00 ",6.75%,30,"$1,839,200.00 ","$11,929.02 ","$2,334.52 ",$478.96 ,$600 ,"$15,342.49 ",14,7,
3877,"135 Ocean Pkwy Apt 1RKensington, NY 11218",Pending,"$210,000.00 ",1,1,850, Corcoran,Brooklyn,11218,Borough Park,B,-73.9740956,40.6466766,"$42,000.00 ",6.75%,30,"$168,000.00 ","$1,089.64 ",$213.24 ,$43.75 ,$205 ,"$1,551.64 ",2,7,
3878,"24 Central Park S # 5WNew York, NY 10019",Co-op ,"$3,200,000.00 ",3,4,"1,825", Sotheby's International Realty ,Manhattan,10019,Chelsea,A,-73.9804715,40.7703005,"$640,000.00 ",6.75%,30,"$2,560,000.00 ","$16,604.11 ","$3,249.44 ",$666.67 ,$600 ,"$21,120.22 ",6,8,
3879,"61-15 98th St Unit 7JRego Park, NY 11374",Co-op ,"$579,000.00 ",3,2,"1,200", East Coast Realty Partners Llc,Queens,11374,West Central Queens,B,-73.8602384,40.7346339,"$115,800.00 ",6.75%,30,"$463,200.00 ","$3,004.31 ",$587.95 ,$120.63 ,"$1,400 ","$5,112.88 ",6,8,
3880,"3065 Brighton 4th StBrooklyn, NY 11235",House ,"$1,175,000.00 ",3,2.5,"2,184", ATLANTIC PROPERTIES REALTY INC,Brooklyn,11235,South Brooklyn,C,-73.9632478,40.577735,"$235,000.00 ",6.75%,30,"$940,000.00 ","$6,096.82 ","$1,193.15 ",$244.79 ,$600 ,"$8,134.77 ",6,12,
3881,"152-18 Union Tpke Unit 11DFlushing, NY 11367",Condo ,"$648,888.00 ",2,2,950, Block & Lot Real Estate SVC,Queens,11367,Central Queens,B,-73.8111217,40.7188694,"$129,777.60 ",6.75%,30,"$519,110.40 ","$3,366.94 ",$658.91 ,$135.19 ,$550 ,"$4,711.04 ",4,6,
3882,"79-09 153rd AveHoward Beach, NY 11414",Multi-family home ,"$989,000.00 ",7,5,"3,978", EXIT ALL SEASONS REALTY,Queens,11414,nan,,-73.854748,40.6659011,"$197,800.00 ",6.75%,30,"$791,200.00 ","$5,131.71 ","$1,004.28 ",$206.04 ,$600 ,"$6,942.03 ",14,14,
3883,"250 W 22nd St Apt 4BManhattan, NY 10011",Co-op ,"$995,000.00 ",1,1,"2,184", COMPASS,Manhattan,10011,Chelsea,A,-73.9980389,40.7440497,"$199,000.00 ",6.75%,30,"$796,000.00 ","$5,162.84 ","$1,010.37 ",$207.29 ,$205 ,"$6,585.51 ",2,18,
3884,"3 Fordham Hill Oval Apt 4ABronx, NY 10468",Co-op ,"$154,900.00 ",1,1,700, Joe Hasselt Real Estate,Bronx,10468,Fordham,D,-73.9082145,40.8646563,"$30,980.00 ",6.75%,30,"$123,920.00 ",$803.74 ,$157.29 ,$32.27 ,"$1,400 ","$2,393.31 ",2,6,
3885,"231 68th St Apt 303Brooklyn, NY 11220",Condo ,"$399,000.00 ",1,1,577, RE/MAX Edge,Brooklyn,11220,Sunset Park,B,-74.0272224,40.6373585,"$79,800.00 ",6.75%,30,"$319,200.00 ","$2,070.33 ",$405.16 ,$83.13 ,$600 ,"$3,158.61 ",2,5,
3887,"537 Annadale RdStaten Island, NY 10312",Pending,"$565,000.00 ",2,2,"1,238", Calabrese Real Estate,Staten Island,10312,South Shore,A,-74.1744217,40.5493207,"$113,000.00 ",6.75%,30,"$452,000.00 ","$2,931.66 ",$573.73 ,$117.71 ,"$1,000 ","$4,623.10 ",4,8,
3888,"142 Commodore DrStaten Island, NY 10309",Townhouse ,"$760,000.00 ",2,2.5,"2,337", NextHome Prestige,Staten Island,10309,South Shore,A,-74.2032529,40.5148559,"$152,000.00 ",6.75%,30,"$608,000.00 ","$3,943.48 ",$771.74 ,$158.33 ,$600 ,"$5,473.55 ",4,13,
3889,"201 E 80th St Apt 16ANew York, NY 10075",Condo ,"$3,795,000.00 ",3,3,"2,250", Corcoran,Manhattan,10075,Upper East Side,A,-73.9561067,40.7747519,"$759,000.00 ",6.75%,30,"$3,036,000.00 ","$19,691.44 ","$3,853.63 ",$790.63 ,$600 ,"$24,935.70 ",6,11,
3890,"110-20 71st Ave Unit 231Forest Hills, NY 11375",Co-op ,"$199,999.00 ",3,1,471, RE MAX,Queens,11375,West Central Queens,B,-73.84153,40.7223099,"$39,999.80 ",6.75%,30,"$159,999.20 ","$1,037.75 ",$203.09 ,$41.67 ,$550 ,"$1,832.51 ",6,4,
3891,"116 W 29th St Apt 3Manhattan, NY 10001",Co-op ,"$2,500,000.00 ",3,2,"3,200", Brown Harris Stevens ,Manhattan,10001,Chelsea,A,-73.9910651,40.7468872,"$500,000.00 ",6.75%,30,"$2,000,000.00 ","$12,971.96 ","$2,538.63 ",$520.83 ,$600 ,"$16,631.42 ",6,20,
3892,"536 E 51st StBrooklyn, NY 11203",House ,"$749,999.00 ",3,2,"2,184", Duradox Management,Brooklyn,11203,Flatbush,C,-73.9292272,40.6485435,"$149,999.80 ",6.75%,30,"$599,999.20 ","$3,891.58 ",$761.59 ,$156.25 ,$600 ,"$5,409.42 ",6,14,
3893,"210 Riverside Dr Apt 6BManhattan, NY 10025",Co-op ,"$1,595,000.00 ",2,2,"2,184", COMPASS,Manhattan,10025,Upper East Side,A,-73.9761618,40.7942107,"$319,000.00 ",6.75%,30,"$1,276,000.00 ","$8,276.11 ","$1,619.64 ",$332.29 ,$600 ,"$10,828.05 ",4,14,
3894,"149-43 35th Ave Unit 2JFlushing, NY 11354",Co-op ,"$258,000.00 ",3,1,500, New Group Realty Inc,Queens,11354,North Queens,B,-73.8157611,40.7666016,"$51,600.00 ",6.75%,30,"$206,400.00 ","$1,338.71 ",$261.99 ,$53.75 ,$550 ,"$2,204.44 ",6,4,
3895,"59 Bartlett AveStaten Island, NY 10312",House ,"$685,000.00 ",3,2,"1,280", Precious Properties Corp.,Staten Island,10312,South Shore,A,-74.1660279,40.5491914,"$137,000.00 ",6.75%,30,"$548,000.00 ","$3,554.32 ",$695.58 ,$142.71 ,$205 ,"$4,597.61 ",6,8,
3896,"13-73 Beach Channel DrFar Rockaway, NY 11691",Multi-family home ,"$599,000.00 ",5,2,"2,184", Perfect Properties Corp,Queens,11691,Rockaway,C,-73.754678,40.607379,"$119,800.00 ",6.75%,30,"$479,200.00 ","$3,108.08 ",$608.25 ,$124.79 ,$205 ,"$4,046.13 ",10,14,
3897,"71 Ludlow St Apt 4BNew York, NY 10002",Condo ,"$3,250,000.00 ",3,2,"2,292", Sotheby's International Realty ,Manhattan,10002,Lower East Side,B,-73.9899587,40.7175362,"$650,000.00 ",6.75%,30,"$2,600,000.00 ","$16,863.55 ","$3,300.21 ",$677.08 ,$550 ,"$21,390.85 ",6,14,
3898,"1100 Clove Rd Apt 7BStaten Island, NY 10301",Condo ,"$245,000.00 ",1,1,800," Tom Crimmins Realty, Ltd.",Staten Island,10301,Stapleton,D,-74.1071576,40.6189484,"$49,000.00 ",6.75%,30,"$196,000.00 ","$1,271.25 ",$248.79 ,$51.04 ,$600 ,"$2,171.08 ",2,7,
3899,"4555 Henry Hudson Pkwy Apt 903Bronx, NY 10471",Co-op ,"$729,000.00 ",3,2,"1,400", Ernest Chi Real Estate LLC,Bronx,10471,Riverdale,A,-73.9091145,40.8924692,"$145,800.00 ",6.75%,30,"$583,200.00 ","$3,782.62 ",$740.26 ,$151.88 ,$600 ,"$5,274.76 ",6,9,
3900,"1760 Tomlinson AveBronx, NY 10461",Multi-family home ,"$779,000.00 ",3,2,"1,557", Richard Greco Real Estate,Bronx,10461,Southeast Bronx,D,-73.8515779,40.8494439,"$155,800.00 ",6.75%,30,"$623,200.00 ","$4,042.06 ",$791.04 ,$162.29 ,$600 ,"$5,595.39 ",6,10,
3901,"1845 52nd St Apt 27Brooklyn, NY 11204",Condo ,"$1,090,000.00 ",3,3,"1,295", Exp Realty,Brooklyn,11204,Borough Park,B,-73.9815074,40.6260941,"$218,000.00 ",6.75%,30,"$872,000.00 ","$5,655.78 ","$1,106.84 ",$227.08 ,$205 ,"$7,194.70 ",6,6,
3902,"393 Avenue S Apt 4ABrooklyn, NY 11223",Co-op ,"$365,000.00 ",2,1,925, Dreamlife Realty New York Llc,Brooklyn,11223,South Brooklyn,C,-73.9709488,40.602199,"$73,000.00 ",6.75%,30,"$292,000.00 ","$1,893.91 ",$370.64 ,$76.04 ,$205 ,"$2,545.59 ",4,8,
3903,"2 Northside Piers Apt 6FBrooklyn, NY 11249",Pending,"$1,099,000.00 ",1,1,715, COMPASS,Brooklyn,11249,Williamsburg,B,-73.9642643,40.719753,"$219,800.00 ",6.75%,30,"$879,200.00 ","$5,702.47 ","$1,115.98 ",$228.96 ,$205 ,"$7,252.41 ",2,6,
3904,"44 E 82nd StNew York, NY 10028",Townhouse ,"$12,495,000.00 ",4,4,"6,310", Douglas Elliman ,Manhattan,10028,Upper East Side,A,-73.9600565,40.7777566,"$2,499,000.00 ",6.75%,30,"$9,996,000.00 ","$64,833.87 ","$12,688.05 ","$2,603.13 ",$550 ,"$80,675.04 ",8,26,
3905,"124 W 24th St Apt 2DNew York, NY 10011",Condo ,"$1,990,000.00 ",2,2,"1,309", UbiQ NY Ltd,Manhattan,10011,Chelsea,A,-73.9937052,40.7439229,"$398,000.00 ",6.75%,30,"$1,592,000.00 ","$10,325.68 ","$2,020.75 ",$414.58 ,"$1,400 ","$14,161.01 ",4,8,
3906,"4036 Bell AveBronx, NY 10466",Multi-family home ,"$1,200,000.00 ",6,4,"2,808", Exp Realty,Bronx,10466,Northeast Bronx,C,-73.8348075,40.8928243,"$240,000.00 ",6.75%,30,"$960,000.00 ","$6,226.54 ","$1,218.54 ",$250.00 ,$600 ,"$8,295.08 ",12,12,
3907,"150 W End Ave Apt 5HBrooklyn, NY 11235",Co-op ,"$473,000.00 ",2,1,"1,000", Reliable Sell & Buy Realty Inc,Brooklyn,11235,South Brooklyn,C,-73.9534785,40.5782536,"$94,600.00 ",6.75%,30,"$378,400.00 ","$2,454.30 ",$480.31 ,$98.54 ,$550 ,"$3,583.14 ",4,8,
3908,"860 United Nations Plz Units 31 & 32DManhattan, NY 10017",Co-op ,"$2,348,000.00 ",3,4,"2,184", COMPASS,Manhattan,10017,Gramercy Park,A,-73.9658766,40.7526263,"$469,600.00 ",6.75%,30,"$1,878,400.00 ","$12,183.27 ","$2,384.28 ",$489.17 ,$375 ,"$15,431.71 ",6,9,
3909,"555 W 22nd St Apt 11AWNew York, NY 10011",Condo ,"$25,000,000.00 ",5,6,"4,089"," CORE Group Marketing, LLC",Manhattan,10011,Chelsea,A,-74.006941,40.7481933,"$5,000,000.00 ",6.75%,30,"$20,000,000.00 ","$129,719.62 ","$25,386.25 ","$5,208.33 ","$1,400 ","$161,714.20 ",10,13,
3910,"305 Second Ave Unit 20Manhattan, NY 10003",Condo ,"$995,000.00 ",1,1,"2,184", Brown Harris Stevens,Manhattan,10003,Lower East Side,B,-73.9836325,40.7344156,"$199,000.00 ",6.75%,30,"$796,000.00 ","$5,162.84 ","$1,010.37 ",$207.29 ,$600 ,"$6,980.51 ",2,18,
3911,"1681 Prospect PlBrooklyn, NY 11233",Contingent,"$850,000.00 ",8,3,"1,976", RE MAX,Brooklyn,11233,Central Brooklyn,C,-73.9207117,40.6729629,"$170,000.00 ",6.75%,30,"$680,000.00 ","$4,410.47 ",$863.13 ,$177.08 ,$600 ,"$6,050.68 ",16,10,
3912,"111 Nelson StBrooklyn, NY 11231",Townhouse ,"$2,950,000.00 ",4,4,"2,184", COMPASS,Brooklyn,11231,Northwest Brooklyn,A,-74.0013329,40.6773575,"$590,000.00 ",6.75%,30,"$2,360,000.00 ","$15,306.92 ","$2,995.58 ",$614.58 ,$600 ,"$19,517.08 ",8,9,
3913,"3231 Barker Ave Unit LdBronx, NY 10467",Co-op ,"$133,000.00 ",1,1,630, Jeskell Realty Llc,Bronx,10467,Fordham,D,-73.8695302,40.8720291,"$26,600.00 ",6.75%,30,"$106,400.00 ",$690.11 ,$135.05 ,$27.71 ,$600 ,"$1,452.87 ",2,5,
3914,"104-14 37th AveCorona, NY 11368",Multi-family home ,"$1,548,000.00 ",9,4,"4,539", Ny Superior Realty,Queens,11368,West Queens,C,-73.8628811,40.7534193,"$309,600.00 ",6.75%,30,"$1,238,400.00 ","$8,032.24 ","$1,571.92 ",$322.50 ,$375 ,"$10,301.66 ",18,19,
3915,"170 W End Ave Apt 3FNew York, NY 10023",Contingent,"$468,000.00 ",3,1,"2,184", R New York,Manhattan,10023,Upper East Side,A,-73.9843469,40.7767637,"$93,600.00 ",6.75%,30,"$374,400.00 ","$2,428.35 ",$475.23 ,$97.50 ,$600 ,"$3,601.08 ",6,18,
3916,"931 Tilden StBronx, NY 10469",Multi-family home ,"$850,000.00 ",5,3,"3,024", BESMATCH REAL ESTATE,Bronx,10469,Northeast Bronx,C,-73.8585612,40.8770223,"$170,000.00 ",6.75%,30,"$680,000.00 ","$4,410.47 ",$863.13 ,$177.08 ,$375 ,"$5,825.68 ",10,15,
3917,"52 28th AveBrooklyn, NY 11214",Multi-family home ,"$995,000.00 ",6,3,"2,125", RE MAX,Brooklyn,11214,Southwest Brooklyn,B,-73.9855167,40.5895073,"$199,000.00 ",6.75%,30,"$796,000.00 ","$5,162.84 ","$1,010.37 ",$207.29 ,$160 ,"$6,540.51 ",12,11,
3919,"235 E 22nd St Apt 11SManhattan, NY 10010",Co-op ,"$1,850,000.00 ",3,2,"2,184", COMPASS,Manhattan,10010,Gramercy Park,A,-73.9819095,40.7377082,"$370,000.00 ",6.75%,30,"$1,480,000.00 ","$9,599.25 ","$1,878.58 ",$385.42 ,$600 ,"$12,463.25 ",6,14,
3921,"98A-98G Discala LnStaten Island, NY 10312",House ,"$2,800,000.00 ",2,1,"1,800"," Neuhaus Realty, Inc.",Staten Island,10312,South Shore,A,-74.1710503,40.5240723,"$560,000.00 ",6.75%,30,"$2,240,000.00 ","$14,528.60 ","$2,843.26 ",$583.33 ,$600 ,"$18,555.19 ",4,15,
3922,"65 W 13th St Apt 10AManhattan, NY 10011",Condo ,"$4,995,000.00 ",3,2,"2,803", COMPASS,Manhattan,10011,Chelsea,A,-73.99679,40.736841,"$999,000.00 ",6.75%,30,"$3,996,000.00 ","$25,917.98 ","$5,072.17 ","$1,040.63 ",$205 ,"$32,235.78 ",6,18,
3923,"3540 82nd St Apt 4DJackson Heights, NY 11372",Co-op ,"$398,800.00 ",1,1,"2,184", RE MAX,Queens,11372,West Queens,C,-73.8847602,40.7505816,"$79,760.00 ",6.75%,30,"$319,040.00 ","$2,069.29 ",$404.96 ,$83.08 ,$600 ,"$3,157.33 ",2,18,
3924,"155-01 90 Ave Unit 6EJamaica, NY 11432",Co-op ,"$142,500.00 ",3,1,"2,184", EXIT REALTY PRIME,Queens,11432,Jamaica,D,-73.8022389,40.7048447,"$28,500.00 ",6.75%,30,"$114,000.00 ",$739.40 ,$144.70 ,$29.69 ,$375 ,"$1,288.79 ",6,18,
3925,"9223 Ridge BlvdBrooklyn, NY 11209",House ,"$2,570,000.00 ",5,2,"2,000", CENTURY 21,Brooklyn,11209,Southwest Brooklyn,B,-74.0353364,40.6193875,"$514,000.00 ",6.75%,30,"$2,056,000.00 ","$13,335.18 ","$2,609.71 ",$535.42 ,$600 ,"$17,080.30 ",10,13,
3926,"601 Pelham Pkwy N Apt 408Bronx, NY 10467",Co-op ,"$225,000.00 ",1,1,900," Robert E. Hill, Inc.",Bronx,10467,Fordham,D,-73.8708848,40.8574263,"$45,000.00 ",6.75%,30,"$180,000.00 ","$1,167.48 ",$228.48 ,$46.88 ,$375 ,"$1,817.83 ",2,8,
3927,"143-43 41 Ave Unit 4GFlushing, NY 11355",Co-op ,"$345,000.00 ",1,1,900, Winzone Realty Inc,Queens,11355,North Queens,B,-73.8222658,40.7606023,"$69,000.00 ",6.75%,30,"$276,000.00 ","$1,790.13 ",$350.33 ,$71.88 ,$600 ,"$2,812.34 ",2,8,
3928,"1646 E 54th StBrooklyn, NY 11234",House ,"$875,000.00 ",5,2,"1,974", RE MAX,Brooklyn,11234,Canarsie,B,-73.9231114,40.6174718,"$175,000.00 ",6.75%,30,"$700,000.00 ","$4,540.19 ",$888.52 ,$182.29 ,$375 ,"$5,986.00 ",10,12,
3929,"86-17 105th StRichmond Hill, NY 11418",Pending,"$1,188,000.00 ",7,2,"2,184", Berkshire Hathaway,Queens,11418,nan,,-73.842496,40.696809,"$237,600.00 ",6.75%,30,"$950,400.00 ","$6,164.28 ","$1,206.35 ",$247.50 ,$375 ,"$7,993.13 ",14,14,
3930,"345 Montgomery St Apt 4NBrooklyn, NY 11225",Co-op ,"$694,000.00 ",2,1,"2,184", COMPASS,Brooklyn,11225,Flatbush,C,-73.9527658,40.6657959,"$138,800.00 ",6.75%,30,"$555,200.00 ","$3,601.02 ",$704.72 ,$144.58 ,$600 ,"$5,050.32 ",4,18,
3931,"27 E 65th St Apt 2ENew York, NY 10065",Co-op ,"$495,000.00 ",1,1,"2,184", Douglas Elliman ,Manhattan,10065,Upper East Side,A,-73.9682231,40.767256,"$99,000.00 ",6.75%,30,"$396,000.00 ","$2,568.45 ",$502.65 ,$103.13 ,$600 ,"$3,774.22 ",2,18,
3932,"400 E 56th St Apt 25KNew York, NY 10022",Co-op ,"$649,000.00 ",1,1,687, Corcoran,Manhattan,10022,Gramercy Park,A,-73.9630783,40.7571111,"$129,800.00 ",6.75%,30,"$519,200.00 ","$3,367.52 ",$659.03 ,$135.21 ,"$1,400 ","$5,561.76 ",2,6,
